series_code,series_name,date,value,data_type,lag_time,release_schedule_eng,release_date
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2017-06-30,121.1400000,Index,1 month,The last business day of the next month,2017-07-31
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2017-07-31,119.8000000,Index,1 month,The last business day of the next month,2017-08-31
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2017-08-31,120.4000000,Index,1 month,The last business day of the next month,2017-09-29
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2017-09-30,122.3200000,Index,1 month,The last business day of the next month,2017-10-31
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2017-10-31,120.7300000,Index,1 month,The last business day of the next month,2017-11-30
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2017-11-30,122.9600000,Index,1 month,The last business day of the next month,2017-12-29
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2017-12-31,122.1700000,Index,1 month,The last business day of the next month,2018-01-31
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2018-01-31,123.6200000,Index,1 month,The last business day of the next month,2018-02-28
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2018-02-28,125.2300000,Index,1 month,The last business day of the next month,2018-03-30
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2018-03-31,124.6600000,Index,1 month,The last business day of the next month,2018-04-30
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2018-04-30,131.7700000,Index,1 month,The last business day of the next month,2018-05-31
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2018-05-31,131.5300000,Index,1 month,The last business day of the next month,2018-06-29
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2018-06-30,130.3500000,Index,1 month,The last business day of the next month,2018-07-31
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2018-07-31,130.2600000,Index,1 month,The last business day of the next month,2018-08-31
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2018-08-31,132.2600000,Index,1 month,The last business day of the next month,2018-09-28
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2018-09-30,132.5500000,Index,1 month,The last business day of the next month,2018-10-31
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2018-10-31,131.1500000,Index,1 month,The last business day of the next month,2018-11-30
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2018-11-30,129.1700000,Index,1 month,The last business day of the next month,2018-12-28
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2018-12-31,128.8700000,Index,1 month,The last business day of the next month,2019-01-31
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2019-01-31,129.2300000,Index,1 month,The last business day of the next month,2019-02-28
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2019-02-28,131.0000000,Index,1 month,The last business day of the next month,2019-03-29
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2019-03-31,129.6100000,Index,1 month,The last business day of the next month,2019-04-30
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2019-04-30,133.3700000,Index,1 month,The last business day of the next month,2019-05-31
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2019-05-31,136.3100000,Index,1 month,The last business day of the next month,2019-06-28
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2019-06-30,133.2500000,Index,1 month,The last business day of the next month,2019-07-31
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2019-07-31,131.7100000,Index,1 month,The last business day of the next month,2019-08-30
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2019-08-31,131.3200000,Index,1 month,The last business day of the next month,2019-09-30
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2019-09-30,131.1400000,Index,1 month,The last business day of the next month,2019-10-31
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2019-10-31,132.0400000,Index,1 month,The last business day of the next month,2019-11-29
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2019-11-30,127.4900000,Index,1 month,The last business day of the next month,2019-12-30
EIPCIM00063,Private Consumption Index (Seasonally Adjusted) ,2019-12-31,126.2400000,Index,1 month,The last business day of the next month,2020-01-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2011-01-31,110.3000000,Index,1 Month,The last business day of the following month,2011-02-28
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2011-02-28,112.2000000,Index,1 Month,The last business day of the following month,2011-03-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2011-03-31,118.2000000,Index,1 Month,The last business day of the following month,2011-04-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2011-04-30,112.6000000,Index,1 Month,The last business day of the following month,2011-05-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2011-05-31,114.4000000,Index,1 Month,The last business day of the following month,2011-06-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2011-06-30,116.7000000,Index,1 Month,The last business day of the following month,2011-07-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2011-07-31,112.8000000,Index,1 Month,The last business day of the following month,2011-08-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2011-08-31,121.4000000,Index,1 Month,The last business day of the following month,2011-09-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2011-09-30,117.7000000,Index,1 Month,The last business day of the following month,2011-10-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2011-10-31,102.2000000,Index,1 Month,The last business day of the following month,2011-11-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2011-11-30,99.9000000,Index,1 Month,The last business day of the following month,2011-12-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2011-12-31,113.9000000,Index,1 Month,The last business day of the following month,2012-01-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2012-01-31,109.2000000,Index,1 Month,The last business day of the following month,2012-02-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2012-02-29,122.4000000,Index,1 Month,The last business day of the following month,2012-03-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2012-03-31,123.5000000,Index,1 Month,The last business day of the following month,2012-04-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2012-04-30,124.4000000,Index,1 Month,The last business day of the following month,2012-05-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2012-05-31,134.2000000,Index,1 Month,The last business day of the following month,2012-06-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2012-06-30,126.7000000,Index,1 Month,The last business day of the following month,2012-07-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2012-07-31,131.5000000,Index,1 Month,The last business day of the following month,2012-08-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2012-08-31,131.1000000,Index,1 Month,The last business day of the following month,2012-09-28
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2012-09-30,124.0000000,Index,1 Month,The last business day of the following month,2012-10-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2012-10-31,133.2000000,Index,1 Month,The last business day of the following month,2012-11-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2012-11-30,133.0000000,Index,1 Month,The last business day of the following month,2012-12-28
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2012-12-31,130.7000000,Index,1 Month,The last business day of the following month,2013-01-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2013-01-31,130.3000000,Index,1 Month,The last business day of the following month,2013-02-28
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2013-02-28,127.0000000,Index,1 Month,The last business day of the following month,2013-03-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2013-03-31,127.6000000,Index,1 Month,The last business day of the following month,2013-04-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2013-04-30,129.4000000,Index,1 Month,The last business day of the following month,2013-05-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2013-05-31,129.3000000,Index,1 Month,The last business day of the following month,2013-06-28
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2013-06-30,124.9000000,Index,1 Month,The last business day of the following month,2013-07-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2013-07-31,129.1000000,Index,1 Month,The last business day of the following month,2013-08-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2013-08-31,126.6000000,Index,1 Month,The last business day of the following month,2013-09-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2013-09-30,122.9000000,Index,1 Month,The last business day of the following month,2013-10-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2013-10-31,127.5000000,Index,1 Month,The last business day of the following month,2013-11-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2013-11-30,128.2000000,Index,1 Month,The last business day of the following month,2013-12-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2013-12-31,126.7000000,Index,1 Month,The last business day of the following month,2014-01-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2014-01-31,125.9000000,Index,1 Month,The last business day of the following month,2014-02-28
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2014-02-28,124.6000000,Index,1 Month,The last business day of the following month,2014-03-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2014-03-31,123.1000000,Index,1 Month,The last business day of the following month,2014-04-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2014-04-30,125.8000000,Index,1 Month,The last business day of the following month,2014-05-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2014-05-31,125.6000000,Index,1 Month,The last business day of the following month,2014-06-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2014-06-30,124.3000000,Index,1 Month,The last business day of the following month,2014-07-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2014-07-31,125.9000000,Index,1 Month,The last business day of the following month,2014-08-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2014-08-31,118.9000000,Index,1 Month,The last business day of the following month,2014-09-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2014-09-30,130.1000000,Index,1 Month,The last business day of the following month,2014-10-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2014-10-31,129.1000000,Index,1 Month,The last business day of the following month,2014-11-28
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2014-11-30,122.7000000,Index,1 Month,The last business day of the following month,2014-12-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2014-12-31,129.5000000,Index,1 Month,The last business day of the following month,2015-01-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2015-01-31,127.4000000,Index,1 Month,The last business day of the following month,2015-02-27
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2015-02-28,129.1000000,Index,1 Month,The last business day of the following month,2015-03-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2015-03-31,125.8000000,Index,1 Month,The last business day of the following month,2015-04-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2015-04-30,126.8000000,Index,1 Month,The last business day of the following month,2015-05-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2015-05-31,126.9000000,Index,1 Month,The last business day of the following month,2015-06-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2015-06-30,127.8000000,Index,1 Month,The last business day of the following month,2015-07-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2015-07-31,127.9000000,Index,1 Month,The last business day of the following month,2015-08-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2015-08-31,127.2000000,Index,1 Month,The last business day of the following month,2015-09-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2015-09-30,127.7000000,Index,1 Month,The last business day of the following month,2015-10-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2015-10-31,127.2000000,Index,1 Month,The last business day of the following month,2015-11-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2015-11-30,127.7000000,Index,1 Month,The last business day of the following month,2015-12-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2015-12-31,128.9000000,Index,1 Month,The last business day of the following month,2016-01-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2016-01-31,129.6000000,Index,1 Month,The last business day of the following month,2016-02-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2016-02-29,130.3000000,Index,1 Month,The last business day of the following month,2016-03-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2016-03-31,129.7000000,Index,1 Month,The last business day of the following month,2016-04-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2016-04-30,128.5000000,Index,1 Month,The last business day of the following month,2016-05-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2016-05-31,126.0000000,Index,1 Month,The last business day of the following month,2016-06-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2016-06-30,127.8000000,Index,1 Month,The last business day of the following month,2016-07-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2016-07-31,124.6000000,Index,1 Month,The last business day of the following month,2016-08-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2016-08-31,127.7000000,Index,1 Month,The last business day of the following month,2016-09-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2016-09-30,128.1000000,Index,1 Month,The last business day of the following month,2016-10-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2016-10-31,126.4000000,Index,1 Month,The last business day of the following month,2016-11-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2016-11-30,129.2000000,Index,1 Month,The last business day of the following month,2016-12-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2016-12-31,130.7000000,Index,1 Month,The last business day of the following month,2017-01-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2017-01-31,126.5000000,Index,1 Month,The last business day of the following month,2017-02-28
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2017-02-28,128.8000000,Index,1 Month,The last business day of the following month,2017-03-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2017-03-31,133.9000000,Index,1 Month,The last business day of the following month,2017-04-28
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2017-04-30,124.7000000,Index,1 Month,The last business day of the following month,2017-05-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2017-05-31,131.7000000,Index,1 Month,The last business day of the following month,2017-06-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2017-06-30,130.3000000,Index,1 Month,The last business day of the following month,2017-07-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2017-07-31,129.8000000,Index,1 Month,The last business day of the following month,2017-08-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2017-08-31,131.3000000,Index,1 Month,The last business day of the following month,2017-09-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2017-09-30,132.3000000,Index,1 Month,The last business day of the following month,2017-10-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2017-10-31,130.0000000,Index,1 Month,The last business day of the following month,2017-11-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2017-11-30,130.3000000,Index,1 Month,The last business day of the following month,2017-12-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2017-12-31,130.4000000,Index,1 Month,The last business day of the following month,2018-01-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2018-01-31,130.5000000,Index,1 Month,The last business day of the following month,2018-02-28
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2018-02-28,131.8000000,Index,1 Month,The last business day of the following month,2018-03-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2018-03-31,133.9000000,Index,1 Month,The last business day of the following month,2018-04-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2018-04-30,132.8000000,Index,1 Month,The last business day of the following month,2018-05-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2018-05-31,136.4000000,Index,1 Month,The last business day of the following month,2018-06-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2018-06-30,137.4000000,Index,1 Month,The last business day of the following month,2018-07-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2018-07-31,134.3000000,Index,1 Month,The last business day of the following month,2018-08-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2018-08-31,139.3000000,Index,1 Month,The last business day of the following month,2018-09-28
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2018-09-30,132.6000000,Index,1 Month,The last business day of the following month,2018-10-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2018-10-31,136.2000000,Index,1 Month,The last business day of the following month,2018-11-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2018-11-30,135.8000000,Index,1 Month,The last business day of the following month,2018-12-28
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2018-12-31,131.0000000,Index,1 Month,The last business day of the following month,2019-01-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2019-01-31,133.1000000,Index,1 Month,The last business day of the following month,2019-02-28
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2019-02-28,130.7000000,Index,1 Month,The last business day of the following month,2019-03-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2019-03-31,130.9000000,Index,1 Month,The last business day of the following month,2019-04-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2019-04-30,134.0000000,Index,1 Month,The last business day of the following month,2019-05-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2019-05-31,131.7000000,Index,1 Month,The last business day of the following month,2019-06-28
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2019-06-30,129.8000000,Index,1 Month,The last business day of the following month,2019-07-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2019-07-31,137.9000000,Index,1 Month,The last business day of the following month,2019-08-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2019-08-31,130.7000000,Index,1 Month,The last business day of the following month,2019-09-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2019-09-30,129.9000000,Index,1 Month,The last business day of the following month,2019-10-31
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2019-10-31,131.5000000,Index,1 Month,The last business day of the following month,2019-11-29
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2019-11-30,130.4000000,Index,1 Month,The last business day of the following month,2019-12-30
EIPIIM00052,Private Investment Index (PII) (Seasonally Adjusted),2019-12-31,130.8000000,Index,1 Month,The last business day of the following month,2020-01-31
EIBSIM00060,Business Sentiment Index of Investment,2011-01-31,56.9000000,Index,,The first business day of the following month,2011-02-01
EIBSIM00060,Business Sentiment Index of Investment,2011-02-28,57.2000000,Index,,The first business day of the following month,2011-03-01
EIBSIM00060,Business Sentiment Index of Investment,2011-03-31,58.4000000,Index,,The first business day of the following month,2011-04-01
EIBSIM00060,Business Sentiment Index of Investment,2011-04-30,56.6000000,Index,,The first business day of the following month,2011-05-03
EIBSIM00060,Business Sentiment Index of Investment,2011-05-31,57.3000000,Index,,The first business day of the following month,2011-06-01
EIBSIM00060,Business Sentiment Index of Investment,2011-06-30,57.4000000,Index,,The first business day of the following month,2011-07-04
EIBSIM00060,Business Sentiment Index of Investment,2011-07-31,56.8000000,Index,,The first business day of the following month,2011-08-01
EIBSIM00060,Business Sentiment Index of Investment,2011-08-31,57.1000000,Index,,The first business day of the following month,2011-09-01
EIBSIM00060,Business Sentiment Index of Investment,2011-09-30,54.7000000,Index,,The first business day of the following month,2011-10-03
EIBSIM00060,Business Sentiment Index of Investment,2011-10-31,48.4000000,Index,,The first business day of the following month,2011-11-01
EIBSIM00060,Business Sentiment Index of Investment,2011-11-30,50.1000000,Index,,The first business day of the following month,2011-12-01
EIBSIM00060,Business Sentiment Index of Investment,2011-12-31,54.2000000,Index,,The first business day of the following month,2012-01-03
EIBSIM00060,Business Sentiment Index of Investment,2012-01-31,54.8000000,Index,,The first business day of the following month,2012-02-01
EIBSIM00060,Business Sentiment Index of Investment,2012-02-29,56.8000000,Index,,The first business day of the following month,2012-03-01
EIBSIM00060,Business Sentiment Index of Investment,2012-03-31,58.3000000,Index,,The first business day of the following month,2012-04-02
EIBSIM00060,Business Sentiment Index of Investment,2012-04-30,58.1000000,Index,,The first business day of the following month,2012-05-02
EIBSIM00060,Business Sentiment Index of Investment,2012-05-31,56.8000000,Index,,The first business day of the following month,2012-06-01
EIBSIM00060,Business Sentiment Index of Investment,2012-06-30,57.6000000,Index,,The first business day of the following month,2012-07-03
EIBSIM00060,Business Sentiment Index of Investment,2012-07-31,57.9000000,Index,,The first business day of the following month,2012-08-01
EIBSIM00060,Business Sentiment Index of Investment,2012-08-31,57.3000000,Index,,The first business day of the following month,2012-09-03
EIBSIM00060,Business Sentiment Index of Investment,2012-09-30,56.4000000,Index,,The first business day of the following month,2012-10-01
EIBSIM00060,Business Sentiment Index of Investment,2012-10-31,56.1000000,Index,,The first business day of the following month,2012-11-01
EIBSIM00060,Business Sentiment Index of Investment,2012-11-30,58.3000000,Index,,The first business day of the following month,2012-12-03
EIBSIM00060,Business Sentiment Index of Investment,2012-12-31,57.5000000,Index,,The first business day of the following month,2013-01-02
EIBSIM00060,Business Sentiment Index of Investment,2013-01-31,56.7000000,Index,,The first business day of the following month,2013-02-01
EIBSIM00060,Business Sentiment Index of Investment,2013-02-28,56.1000000,Index,,The first business day of the following month,2013-03-01
EIBSIM00060,Business Sentiment Index of Investment,2013-03-31,59.2000000,Index,,The first business day of the following month,2013-04-01
EIBSIM00060,Business Sentiment Index of Investment,2013-04-30,56.5000000,Index,,The first business day of the following month,2013-05-02
EIBSIM00060,Business Sentiment Index of Investment,2013-05-31,57.9000000,Index,,The first business day of the following month,2013-06-03
EIBSIM00060,Business Sentiment Index of Investment,2013-06-30,55.9000000,Index,,The first business day of the following month,2013-07-02
EIBSIM00060,Business Sentiment Index of Investment,2013-07-31,56.2000000,Index,,The first business day of the following month,2013-08-01
EIBSIM00060,Business Sentiment Index of Investment,2013-08-31,54.4000000,Index,,The first business day of the following month,2013-09-02
EIBSIM00060,Business Sentiment Index of Investment,2013-09-30,55.1000000,Index,,The first business day of the following month,2013-10-01
EIBSIM00060,Business Sentiment Index of Investment,2013-10-31,54.7000000,Index,,The first business day of the following month,2013-11-01
EIBSIM00060,Business Sentiment Index of Investment,2013-11-30,52.8000000,Index,,The first business day of the following month,2013-12-02
EIBSIM00060,Business Sentiment Index of Investment,2013-12-31,53.9000000,Index,,The first business day of the following month,2014-01-02
EIBSIM00060,Business Sentiment Index of Investment,2014-01-31,52.1000000,Index,,The first business day of the following month,2014-02-03
EIBSIM00060,Business Sentiment Index of Investment,2014-02-28,52.1000000,Index,,The first business day of the following month,2014-03-03
EIBSIM00060,Business Sentiment Index of Investment,2014-03-31,52.2000000,Index,,The first business day of the following month,2014-04-01
EIBSIM00060,Business Sentiment Index of Investment,2014-04-30,51.6000000,Index,,The first business day of the following month,2014-05-02
EIBSIM00060,Business Sentiment Index of Investment,2014-05-31,52.2000000,Index,,The first business day of the following month,2014-06-02
EIBSIM00060,Business Sentiment Index of Investment,2014-06-30,51.9000000,Index,,The first business day of the following month,2014-07-02
EIBSIM00060,Business Sentiment Index of Investment,2014-07-31,53.3000000,Index,,The first business day of the following month,2014-08-01
EIBSIM00060,Business Sentiment Index of Investment,2014-08-31,54.1000000,Index,,The first business day of the following month,2014-09-01
EIBSIM00060,Business Sentiment Index of Investment,2014-09-30,53.4000000,Index,,The first business day of the following month,2014-10-01
EIBSIM00060,Business Sentiment Index of Investment,2014-10-31,52.7000000,Index,,The first business day of the following month,2014-11-03
EIBSIM00060,Business Sentiment Index of Investment,2014-11-30,53.5000000,Index,,The first business day of the following month,2014-12-01
EIBSIM00060,Business Sentiment Index of Investment,2014-12-31,54.3000000,Index,,The first business day of the following month,2015-01-05
EIBSIM00060,Business Sentiment Index of Investment,2015-01-31,52.4000000,Index,,The first business day of the following month,2015-02-02
EIBSIM00060,Business Sentiment Index of Investment,2015-02-28,54.9000000,Index,,The first business day of the following month,2015-03-02
EIBSIM00060,Business Sentiment Index of Investment,2015-03-31,54.5000000,Index,,The first business day of the following month,2015-04-01
EIBSIM00060,Business Sentiment Index of Investment,2015-04-30,55.2000000,Index,,The first business day of the following month,2015-05-06
EIBSIM00060,Business Sentiment Index of Investment,2015-05-31,54.7000000,Index,,The first business day of the following month,2015-06-02
EIBSIM00060,Business Sentiment Index of Investment,2015-06-30,53.0000000,Index,,The first business day of the following month,2015-07-02
EIBSIM00060,Business Sentiment Index of Investment,2015-07-31,52.8000000,Index,,The first business day of the following month,2015-08-03
EIBSIM00060,Business Sentiment Index of Investment,2015-08-31,52.2000000,Index,,The first business day of the following month,2015-09-01
EIBSIM00060,Business Sentiment Index of Investment,2015-09-30,51.9000000,Index,,The first business day of the following month,2015-10-01
EIBSIM00060,Business Sentiment Index of Investment,2015-10-31,54.6000000,Index,,The first business day of the following month,2015-11-02
EIBSIM00060,Business Sentiment Index of Investment,2015-11-30,52.9000000,Index,,The first business day of the following month,2015-12-01
EIBSIM00060,Business Sentiment Index of Investment,2015-12-31,52.9000000,Index,,The first business day of the following month,2016-01-04
EIBSIM00060,Business Sentiment Index of Investment,2016-01-31,53.2000000,Index,,The first business day of the following month,2016-02-01
EIBSIM00060,Business Sentiment Index of Investment,2016-02-29,53.3000000,Index,,The first business day of the following month,2016-03-01
EIBSIM00060,Business Sentiment Index of Investment,2016-03-31,55.5000000,Index,,The first business day of the following month,2016-04-01
EIBSIM00060,Business Sentiment Index of Investment,2016-04-30,55.2000000,Index,,The first business day of the following month,2016-05-03
EIBSIM00060,Business Sentiment Index of Investment,2016-05-31,56.3000000,Index,,The first business day of the following month,2016-06-01
EIBSIM00060,Business Sentiment Index of Investment,2016-06-30,55.8000000,Index,,The first business day of the following month,2016-07-04
EIBSIM00060,Business Sentiment Index of Investment,2016-07-31,57.1000000,Index,,The first business day of the following month,2016-08-01
EIBSIM00060,Business Sentiment Index of Investment,2016-08-31,54.6000000,Index,,The first business day of the following month,2016-09-01
EIBSIM00060,Business Sentiment Index of Investment,2016-09-30,56.5000000,Index,,The first business day of the following month,2016-10-03
EIBSIM00060,Business Sentiment Index of Investment,2016-10-31,56.6000000,Index,,The first business day of the following month,2016-11-01
EIBSIM00060,Business Sentiment Index of Investment,2016-11-30,56.2000000,Index,,The first business day of the following month,2016-12-01
EIBSIM00060,Business Sentiment Index of Investment,2016-12-31,56.6000000,Index,,The first business day of the following month,2017-01-04
EIBSIM00060,Business Sentiment Index of Investment,2017-01-31,55.7000000,Index,,The first business day of the following month,2017-02-01
EIBSIM00060,Business Sentiment Index of Investment,2017-02-28,56.4000000,Index,,The first business day of the following month,2017-03-01
EIBSIM00060,Business Sentiment Index of Investment,2017-03-31,57.5000000,Index,,The first business day of the following month,2017-04-03
EIBSIM00060,Business Sentiment Index of Investment,2017-04-30,55.1000000,Index,,The first business day of the following month,2017-05-02
EIBSIM00060,Business Sentiment Index of Investment,2017-05-31,57.3000000,Index,,The first business day of the following month,2017-06-01
EIBSIM00060,Business Sentiment Index of Investment,2017-06-30,55.5000000,Index,,The first business day of the following month,2017-07-03
EIBSIM00060,Business Sentiment Index of Investment,2017-07-31,54.0000000,Index,,The first business day of the following month,2017-08-01
